accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX31193120	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176214	0.979	0.638	67.821	0.895	0.823	0.983	7367.25	65447	382516.42	2171
SRX31193121	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176215	0.981	0.614	64.915	0.893	0.792	0.984	3844.23	117468	248795.36	2832
SRX31193122	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176216	0.980	0.600	33.034	0.904	0.648	0.928	6663.56	74186	201951.1	3541
SRX31193123	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176217	0.979	0.637	62.086	0.892	0.805	0.984	1930.93	62299	546864.25	1520
SRX31193124	Normal Bone-Rib	NA	Normal Bone-Rib	Normal Bone-Rib	SRP648055	SRS27176218	0.981	0.732	37.435	0.895	0.809	0.972	1249.11	43343	23333.17	2903
SRX31193125	Normal Bone-Rib	NA	Normal Bone-Rib	Normal Bone-Rib	SRP648055	SRS27176219	0.981	0.728	39.470	0.896	0.831	0.977	1021.6	54676	9188.82	2468
SRX31193126	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176220	0.981	0.545	33.834	0.909	0.773	0.931	9561.54	73899	211407.55	4409
SRX31193127	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176222	0.979	0.457	72.981	0.894	0.815	0.984	10328.78	87786	228049.6	4612
SRX31193128	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176221	0.980	0.634	75.609	0.894	0.798	0.984	4516.75	77051	172520.34	2946
SRX31193129	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176223	0.980	0.701	82.858	0.898	0.791	0.984	954.96	63925	0.0	0
SRX31193130	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176224	0.979	0.633	66.844	0.888	0.803	0.984	6032.31	69446	277636.17	2692
SRX31193131	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176225	0.979	0.523	59.664	0.895	0.819	0.983	7624.1	79759	233156.37	3188
SRX31193132	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176226	0.980	0.422	74.557	0.891	0.798	0.983	7057.82	130966	211103.46	4974
SRX31193133	Normal Bone-Vertebrae	NA	Normal Bone-Vertebrae	Normal Bone-Vertebrae	SRP648055	SRS27176227	0.982	0.733	45.406	0.897	0.809	0.977	1302.66	47999	30248.25	2805
