wgEncodeLicrHistoneLimbInputUE14halfC57bl6StdAlnRep1	LICR-m	2011-12-23	n/a	2012-09-23
wgEncodeLicrHistoneLimbInputUE14halfC57bl6StdAlnRep2	LICR-m	2011-12-23	n/a	2012-09-23
wgEncodeLicrHistoneLimbInputUE14halfC57bl6StdAlnRep2V2	LICR-m	2012-06-06	n/a	2013-03-06
wgEncodeLicrHistoneLimbInputUE14halfC57bl6StdRawDataRep1	LICR-m	2011-12-23	n/a	2012-09-23
wgEncodeLicrHistoneLimbInputUE14halfC57bl6StdRawDataRep2	LICR-m	2011-12-23	n/a	2012-09-23
wgEncodeLicrHistoneLimbInputUE14halfC57bl6StdRawDataRep2V2	LICR-m	2012-06-06	n/a	2013-03-06
wgEncodeLicrHistoneLimbInputUE14halfC57bl6StdSig	LICR-m	2011-12-23	n/a	2012-09-23
wgEncodeLicrHistoneLiverH3k04me1UE14halfC57bl6StdAlnRep1	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrHistoneLiverH3k04me1UE14halfC57bl6StdAlnRep2	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrHistoneLiverH3k04me1UE14halfC57bl6StdPk	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrHistoneLiverH3k04me1UE14halfC57bl6StdRawDataRep1	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrHistoneLiverH3k04me1UE14halfC57bl6StdRawDataRep2	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrHistoneLiverH3k04me1UE14halfC57bl6StdSig	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrHistoneLiverH3k04me3UE14halfC57bl6StdAlnRep1	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrHistoneLiverH3k04me3UE14halfC57bl6StdAlnRep2	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrHistoneLiverH3k04me3UE14halfC57bl6StdPk	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrHistoneLiverH3k04me3UE14halfC57bl6StdRawDataRep1	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrHistoneLiverH3k04me3UE14halfC57bl6StdRawDataRep2	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrHistoneLiverH3k04me3UE14halfC57bl6StdSig	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrHistoneLiverH3k09acMAdult8wksC57bl6StdAlnRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k09acMAdult8wksC57bl6StdAlnRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k09acMAdult8wksC57bl6StdPk	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k09acMAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k09acMAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k09acMAdult8wksC57bl6StdSig	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k27acMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-24	n/a	2012-09-23
wgEncodeLicrHistoneLiverH3k27acMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-24	n/a	2012-09-23
wgEncodeLicrHistoneLiverH3k27acMAdult8wksC57bl6StdPk	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrHistoneLiverH3k27acMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-24	n/a	2012-09-23
wgEncodeLicrHistoneLiverH3k27acMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-24	n/a	2012-09-23
wgEncodeLicrHistoneLiverH3k27acMAdult8wksC57bl6StdSig	LICR-m	2011-12-24	n/a	2012-09-23
wgEncodeLicrHistoneLiverH3k27acUE14halfC57bl6StdAlnRep1	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrHistoneLiverH3k27acUE14halfC57bl6StdAlnRep2	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrHistoneLiverH3k27acUE14halfC57bl6StdPk	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrHistoneLiverH3k27acUE14halfC57bl6StdRawDataRep1	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrHistoneLiverH3k27acUE14halfC57bl6StdRawDataRep2	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrHistoneLiverH3k27acUE14halfC57bl6StdSig	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrHistoneLiverH3k27me3MAdult8wksC57bl6StdAlnRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k27me3MAdult8wksC57bl6StdAlnRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k27me3MAdult8wksC57bl6StdPk	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k27me3MAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k27me3MAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k27me3MAdult8wksC57bl6StdSig	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k36me3MAdult8wksC57bl6StdAlnRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k36me3MAdult8wksC57bl6StdAlnRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k36me3MAdult8wksC57bl6StdPk	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k36me3MAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k36me3MAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k36me3MAdult8wksC57bl6StdSig	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k4me1MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-12	n/a	2012-01-12
wgEncodeLicrHistoneLiverH3k4me1MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-12	n/a	2012-01-12
wgEncodeLicrHistoneLiverH3k4me1MAdult8wksC57bl6StdPk	LICR-m	2011-04-12	n/a	2012-01-12
wgEncodeLicrHistoneLiverH3k4me1MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-12	n/a	2012-01-12
wgEncodeLicrHistoneLiverH3k4me1MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-12	n/a	2012-01-12
wgEncodeLicrHistoneLiverH3k4me1MAdult8wksC57bl6StdSig	LICR-m	2011-04-12	n/a	2012-01-12
wgEncodeLicrHistoneLiverH3k4me3MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-12	n/a	2012-01-12
wgEncodeLicrHistoneLiverH3k4me3MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-12	n/a	2012-01-12
wgEncodeLicrHistoneLiverH3k4me3MAdult8wksC57bl6StdPk	LICR-m	2011-04-12	n/a	2012-01-12
wgEncodeLicrHistoneLiverH3k4me3MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-12	n/a	2012-01-12
wgEncodeLicrHistoneLiverH3k4me3MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-12	n/a	2012-01-12
wgEncodeLicrHistoneLiverH3k4me3MAdult8wksC57bl6StdSig	LICR-m	2011-04-12	n/a	2012-01-12
wgEncodeLicrHistoneLiverH3k79me2MAdult8wksC57bl6StdAlnRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k79me2MAdult8wksC57bl6StdAlnRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k79me2MAdult8wksC57bl6StdPk	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k79me2MAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k79me2MAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverH3k79me2MAdult8wksC57bl6StdSig	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneLiverInputMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-27	n/a	2012-01-26
wgEncodeLicrHistoneLiverInputMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-27	n/a	2012-01-26
wgEncodeLicrHistoneLiverInputMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-27	n/a	2012-01-26
wgEncodeLicrHistoneLiverInputMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-27	n/a	2012-01-26
wgEncodeLicrHistoneLiverInputMAdult8wksC57bl6StdSig	LICR-m	2011-04-27	n/a	2012-01-26
wgEncodeLicrHistoneLiverInputUE14halfC57bl6StdAlnRep1	LICR-m	2012-02-13	n/a	2012-11-13
wgEncodeLicrHistoneLiverInputUE14halfC57bl6StdAlnRep2	LICR-m	2012-02-13	n/a	2012-11-13
wgEncodeLicrHistoneLiverInputUE14halfC57bl6StdRawDataRep1	LICR-m	2012-02-13	n/a	2012-11-13
wgEncodeLicrHistoneLiverInputUE14halfC57bl6StdRawDataRep2	LICR-m	2012-02-13	n/a	2012-11-13
wgEncodeLicrHistoneLiverInputUE14halfC57bl6StdSig	LICR-m	2012-02-13	n/a	2012-11-13
wgEncodeLicrHistoneLungH3k4me1MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrHistoneLungH3k4me1MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrHistoneLungH3k4me1MAdult8wksC57bl6StdPk	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrHistoneLungH3k4me1MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrHistoneLungH3k4me1MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrHistoneLungH3k4me1MAdult8wksC57bl6StdSig	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrHistoneLungH3k4me3MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrHistoneLungH3k4me3MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrHistoneLungH3k4me3MAdult8wksC57bl6StdPk	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrHistoneLungH3k4me3MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrHistoneLungH3k4me3MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrHistoneLungH3k4me3MAdult8wksC57bl6StdSig	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrHistoneLungInputMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-27	n/a	2012-01-26
wgEncodeLicrHistoneLungInputMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-27	n/a	2012-01-26
wgEncodeLicrHistoneLungInputMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-27	n/a	2012-01-26
wgEncodeLicrHistoneLungInputMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-27	n/a	2012-01-26
wgEncodeLicrHistoneLungInputMAdult8wksC57bl6StdSig	LICR-m	2011-04-27	n/a	2012-01-26
wgEncodeLicrHistoneMefH3k27acMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-24	n/a	2012-09-23
wgEncodeLicrHistoneMefH3k27acMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-24	n/a	2012-09-23
wgEncodeLicrHistoneMefH3k27acMAdult8wksC57bl6StdPk	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrHistoneMefH3k27acMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-24	n/a	2012-09-23
wgEncodeLicrHistoneMefH3k27acMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-24	n/a	2012-09-23
wgEncodeLicrHistoneMefH3k27acMAdult8wksC57bl6StdSig	LICR-m	2011-12-24	n/a	2012-09-23
wgEncodeLicrHistoneMefH3k4me1MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-28	n/a	2012-01-28
wgEncodeLicrHistoneMefH3k4me1MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-28	n/a	2012-01-28
wgEncodeLicrHistoneMefH3k4me1MAdult8wksC57bl6StdPk	LICR-m	2011-04-28	n/a	2012-01-28
wgEncodeLicrHistoneMefH3k4me1MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-28	n/a	2012-01-28
wgEncodeLicrHistoneMefH3k4me1MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-28	n/a	2012-01-28
wgEncodeLicrHistoneMefH3k4me1MAdult8wksC57bl6StdSig	LICR-m	2011-04-28	n/a	2012-01-28
wgEncodeLicrHistoneMefH3k4me3MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrHistoneMefH3k4me3MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrHistoneMefH3k4me3MAdult8wksC57bl6StdPk	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrHistoneMefH3k4me3MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrHistoneMefH3k4me3MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrHistoneMefH3k4me3MAdult8wksC57bl6StdSig	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrHistoneMefInputMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrHistoneMefInputMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrHistoneMefInputMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrHistoneMefInputMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrHistoneMefInputMAdult8wksC57bl6StdSig	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrHistoneMelH3k04me1MImmortalC57bl6StdAlnRep1	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k04me1MImmortalC57bl6StdAlnRep2	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k04me1MImmortalC57bl6StdPk	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k04me1MImmortalC57bl6StdRawDataRep1	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k04me1MImmortalC57bl6StdRawDataRep2	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k04me1MImmortalC57bl6StdSig	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k04me3MImmortalC57bl6StdAlnRep1	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k04me3MImmortalC57bl6StdAlnRep2	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k04me3MImmortalC57bl6StdPk	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k04me3MImmortalC57bl6StdRawDataRep1	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k04me3MImmortalC57bl6StdRawDataRep2	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k04me3MImmortalC57bl6StdSig	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k09acMImmortalC57bl6StdAlnRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k09acMImmortalC57bl6StdAlnRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k09acMImmortalC57bl6StdPk	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k09acMImmortalC57bl6StdRawDataRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k09acMImmortalC57bl6StdRawDataRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k09acMImmortalC57bl6StdSig	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k27acMImmortalC57bl6StdAlnRep1	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k27acMImmortalC57bl6StdAlnRep2	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k27acMImmortalC57bl6StdPk	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k27acMImmortalC57bl6StdRawDataRep1	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k27acMImmortalC57bl6StdRawDataRep2	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k27acMImmortalC57bl6StdSig	LICR-m	2012-02-29	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k27me3MImmortalC57bl6StdAlnRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k27me3MImmortalC57bl6StdAlnRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k27me3MImmortalC57bl6StdPk	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k27me3MImmortalC57bl6StdRawDataRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k27me3MImmortalC57bl6StdRawDataRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k27me3MImmortalC57bl6StdSig	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k36me3MImmortalC57bl6StdAlnRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k36me3MImmortalC57bl6StdAlnRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k36me3MImmortalC57bl6StdPk	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k36me3MImmortalC57bl6StdRawDataRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k36me3MImmortalC57bl6StdRawDataRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k36me3MImmortalC57bl6StdSig	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k79me2MImmortalC57bl6StdAlnRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k79me2MImmortalC57bl6StdAlnRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k79me2MImmortalC57bl6StdPk	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k79me2MImmortalC57bl6StdRawDataRep1	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k79me2MImmortalC57bl6StdRawDataRep2	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelH3k79me2MImmortalC57bl6StdSig	LICR-m	2012-02-28	n/a	2012-11-28
wgEncodeLicrHistoneMelInputMImmortalC57bl6StdAlnRep1	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrHistoneMelInputMImmortalC57bl6StdAlnRep2	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrHistoneMelInputMImmortalC57bl6StdRawDataRep1	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrHistoneMelInputMImmortalC57bl6StdRawDataRep2	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrHistoneMelInputMImmortalC57bl6StdSig	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrHistoneOlfactH3k04me1MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactH3k04me1MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactH3k04me1MAdult8wksC57bl6StdPk	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrHistoneOlfactH3k04me1MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactH3k04me1MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactH3k04me1MAdult8wksC57bl6StdSig	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactH3k04me3MAdult8wksC57bl6StdAlnRep1	LICR-m	2012-01-07	n/a	2012-10-06
wgEncodeLicrHistoneOlfactH3k04me3MAdult8wksC57bl6StdAlnRep2	LICR-m	2012-01-07	n/a	2012-10-06
wgEncodeLicrHistoneOlfactH3k04me3MAdult8wksC57bl6StdPk	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrHistoneOlfactH3k04me3MAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-01-07	n/a	2012-10-06
wgEncodeLicrHistoneOlfactH3k04me3MAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-01-07	n/a	2012-10-06
wgEncodeLicrHistoneOlfactH3k04me3MAdult8wksC57bl6StdSig	LICR-m	2012-01-07	n/a	2012-10-06
wgEncodeLicrHistoneOlfactH3k27acMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactH3k27acMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactH3k27acMAdult8wksC57bl6StdPk	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrHistoneOlfactH3k27acMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactH3k27acMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactH3k27acMAdult8wksC57bl6StdSig	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactInputMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactInputMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactInputMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactInputMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistoneOlfactInputMAdult8wksC57bl6StdSig	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrHistonePlacH3k04me1FAdult8wksC57bl6StdAlnRep1	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k04me1FAdult8wksC57bl6StdAlnRep2	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k04me1FAdult8wksC57bl6StdPk	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrHistonePlacH3k04me1FAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k04me1FAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k04me1FAdult8wksC57bl6StdSig	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k04me3FAdult8wksC57bl6StdAlnRep1	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k04me3FAdult8wksC57bl6StdAlnRep2	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k04me3FAdult8wksC57bl6StdPk	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrHistonePlacH3k04me3FAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k04me3FAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k04me3FAdult8wksC57bl6StdSig	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k27acFAdult8wksC57bl6StdAlnRep1	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k27acFAdult8wksC57bl6StdAlnRep2	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k27acFAdult8wksC57bl6StdPk	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrHistonePlacH3k27acFAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k27acFAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacH3k27acFAdult8wksC57bl6StdSig	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacInputFAdult8wksC57bl6StdAlnRep1	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacInputFAdult8wksC57bl6StdAlnRep2	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacInputFAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacInputFAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistonePlacInputFAdult8wksC57bl6StdSig	LICR-m	2012-01-05	n/a	2012-10-05
wgEncodeLicrHistoneSmintH3k04me1MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrHistoneSmintH3k04me1MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrHistoneSmintH3k04me1MAdult8wksC57bl6StdPk	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrHistoneSmintH3k04me1MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrHistoneSmintH3k04me1MAdult8wksC57bl6StdRawDataRep1V2	LICR-m	2012-06-06	n/a	2013-03-06
wgEncodeLicrHistoneSmintH3k04me1MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrHistoneSmintH3k04me1MAdult8wksC57bl6StdSig	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrHistoneSmintH3k04me3MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-23	n/a	2012-09-22
