wgEncodeAwgTfbsHaibGm12878Sp1Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12878SrfPcr2xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12878Stat5asc74442V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12878Taf1Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12878Tcf12Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12878Tcf3Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12878Usf1Pcr2xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12878Yy1sc281Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12878Zbtb33Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12878Zeb1sc25388V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12891Pax5c20V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12891Pol24h8Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12891Pol2Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12891Pou2f2Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12891Pu1Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12891Taf1Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12891Yy1sc281V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12892Pax5c20V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12892Pol24h8V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12892Pol2V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12892Taf1V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibGm12892Yy1V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescAtf2sc81188V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescAtf3V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescBcl11aPcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescCtcfsc5916V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescEgr1V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescFosl1sc183V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescGabpPcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescHdac2sc6296V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescJundV0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescNanogsc33759V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescNrsfV0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescP300V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescPol24h8V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescPol2V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescPou5f1sc9081V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescRad21V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescRxraV0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescSin3ak20Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescSix5Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescSp1Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescSp2V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescSp4v20V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescSrfPcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescTaf1V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescTaf7sc101167V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescTcf12Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescUsf1Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibH1hescYy1sc281V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHct116Pol24h8V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHct116Yy1sc281V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHct116Zbtb33V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHelas3GabpPcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHelas3NrsfPcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHelas3Pol2Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHelas3Taf1Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Atf3V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Bhlhe40V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Cebpbsc150V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Cebpdsc636V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Elf1sc631V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Fosl2V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Foxa1sc101058V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Foxa2sc6554V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2GabpPcr2xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Hdac2sc6296V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Hnf4asc8987V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Hnf4gsc6558V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2JundPcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Mbd4sc271530V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Mybl2sc81192V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Nficsc81335V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2NrsfPcr2xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2NrsfV0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2P300V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Pol24h8V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Pol2Pcr2xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Rad21V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2RxraPcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Sin3ak20Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Sp1Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Sp2V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2SrfV0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Taf1Pcr2xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Tcf12Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Tead4sc101184V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Usf1Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Yy1sc281V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Zbtb33Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHepg2Zbtb7aV0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHuvecPol24h8V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibHuvecPol2Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Atf3V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Bcl3Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Bclaf101388Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Cbx3sc101004V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Cebpbsc150V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562CtcfcPcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Ctcflsc98982V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562E2f6V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Egr1V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Elf1sc631V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Ets1V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Fosl1sc183V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562GabpV0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Gata2sc267Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Hdac2sc6296V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562MaxV0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Mef2aV0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Nr2f2sc271940V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Pmlsc71910V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Pol24h8V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Pol2V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Rad21V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Sin3ak20V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Six5Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Sp1Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Sp2sc643V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562SrfV0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Stat5asc74442V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Taf1V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Taf7sc101167V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Tead4sc101184V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Thap1sc98174V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Trim28sc81411V0422111UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Usf1V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Yy1V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Yy1V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Zbtb33Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibPanc1NrsfPcr2xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibPanc1Pol24h8V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibPanc1Sin3ak20V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibPfsk1Foxp2Pcr2xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibPfsk1NrsfPcr2xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibPfsk1Sin3ak20V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibPfsk1Taf1V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibSknmcFoxp2Pcr2xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibSknmcPol24h8V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibSknshNrsfPcr2xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibSknshNrsfV0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibSknshPol24h8V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibSknshSin3ak20V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibSknshTaf1V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibSknshraCtcfV0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibSknshraP300V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibSknshraRad21V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibSknshraUsf1sc8983V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibSknshraYy1sc281V0416102UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibT47dCtcfsc5916V0416102Dm002p1hUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibT47dEraaV0416102Bpa1hUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibT47dEralphaaPcr2xGen1hUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibT47dEralphaaV0416102Est10nm1hUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibT47dFoxa1sc6553V0416102Dm002p1hUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibT47dGata3sc268V0416102Dm002p1hUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibT47dP300V0416102Dm002p1hUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibU87NrsfPcr2xUniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsHaibU87Pol24h8V0416101UniPk	HudsonAlpha	n/a	n/a	n/a
wgEncodeAwgTfbsSydhA549Bhlhe40IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhA549CebpbIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhA549MaxIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhA549Pol2s2IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhA549Rad21IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm08714Znf274UcdUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm10847NfkbTnfaIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm10847Pol2IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Bhlhe40cIggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Brca1a300IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878CfosUniPk	Yale	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Chd1a301218aIggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Chd2ab68301IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Corestsc30189IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Ctcfsc15914c20UniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878E2f4IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Ebf1sc137065UniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Elk112771IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Ikzf1iknuclaUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878JundUniPk	Yale	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878MaxIggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Mazab85725IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Mxi1IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Nfe2sc22827UniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878NfkbTnfaIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878NfyaIggmusUniPk	Harvard	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878NfybIggmusUniPk	Harvard	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Nrf1IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878P300IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878P300bUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Pol2IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Pol2UniPk	Yale	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Pol2s2IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Pol3UniPk	Yale	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Rad21IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Rfx5200401194IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Sin3anb6001263IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Smc3ab9263IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Stat1UniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Stat3IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Tblr1ab24550IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878TbpIggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Tr4UniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Usf2IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878WhipIggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Yy1UniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Znf143166181apUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Znf274UniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12878Zzz3UniPk	Harvard	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12891NfkbTnfaIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12891Pol2IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12892NfkbTnfaIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm12892Pol2IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm15510NfkbTnfaIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm15510Pol2IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm18505NfkbTnfaIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm18505Pol2IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm18526NfkbTnfaIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm18526Pol2IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm18951NfkbTnfaIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm18951Pol2IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm19099NfkbTnfaIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm19099Pol2IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm19193NfkbTnfaIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhGm19193Pol2IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescBach1sc14700IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescBrca1IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescCebpbIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescChd1a301218aIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescChd2IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescCjunIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescCmycIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescCtbp2UcdUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescGtf2f1IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescJundIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescMafkIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescMaxUcdUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescMxi1IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescNrf1IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescRad21IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescRfx5200401194IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescSin3anb6001263IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescSuz12UcdUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescTbpIggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescUsf2IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhH1hescZnf143IggrabUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhHct116Pol2UcdUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhHct116Tcf7l2UcdUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhHek293Elk4UcdUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhHek293Kap1UcdUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhHek293Pol2UniPk	Yale	n/a	n/a	n/a
wgEncodeAwgTfbsSydhHek293Tcf7l2UcdUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhHek293tZnf263UcdUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhHelas3Ap2alphaUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhHelas3Ap2gammaUniPk	USC	n/a	n/a	n/a
wgEncodeAwgTfbsSydhHelas3Baf155IggmusUniPk	Stanford	n/a	n/a	n/a
wgEncodeAwgTfbsSydhHelas3Baf170IggmusUniPk	Stanford	n/a	n/a	n/a
