wgEncodeUwDnaseSknshraRawRep1	UW	2009-04-17	2010-06-19	2010-01-17
wgEncodeUwDnaseSknshraRawRep2	UW	2009-07-17	2010-06-19	2010-04-17
wgEncodeUwDnaseT47dAlnRep1	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseT47dAlnRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseT47dHotspotsRep1	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseT47dHotspotsRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseT47dPkRep1	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseT47dPkRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseT47dRawDataRep1	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseT47dRawDataRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseT47dRawRep1	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseT47dRawRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseTh17AlnRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh17HotspotsRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh17PkRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh17RawDataRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh17RawRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1AlnRep1	UW	2008-11-20	2010-06-19	2009-08-20
wgEncodeUwDnaseTh1AlnRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1HotspotsRep1	UW	2008-11-20	2010-06-19	2009-08-20
wgEncodeUwDnaseTh1HotspotsRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1PkRep1	UW	2008-11-20	2010-06-19	2009-08-20
wgEncodeUwDnaseTh1PkRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1RawDataRep1	UW	2008-11-20	n/a	2009-08-20
wgEncodeUwDnaseTh1RawDataRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1RawRep1	UW	2008-11-20	2010-06-19	2009-08-20
wgEncodeUwDnaseTh1RawRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb33676984AlnRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb33676984HotspotsRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb33676984PkRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb33676984RawDataRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb33676984RawRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb54553204AlnRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb54553204AlnRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb54553204HotspotsRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb54553204HotspotsRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb54553204PkRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb54553204PkRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb54553204RawDataRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb54553204RawDataRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb54553204RawRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh1wb54553204RawRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2AlnRep1	UW	2009-04-29	2010-06-19	2010-01-29
wgEncodeUwDnaseTh2AlnRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2HotspotsRep1	UW	2009-04-29	2010-06-19	2010-01-29
wgEncodeUwDnaseTh2HotspotsRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2PkRep1	UW	2009-04-29	2010-06-19	2010-01-29
wgEncodeUwDnaseTh2PkRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2RawDataRep1	UW	2009-04-29	n/a	2010-01-29
wgEncodeUwDnaseTh2RawDataRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2RawRep1	UW	2009-04-29	2010-06-19	2010-01-29
wgEncodeUwDnaseTh2RawRep2	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2wb33676984AlnRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2wb33676984HotspotsRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2wb33676984PkRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2wb33676984RawDataRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2wb33676984RawRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2wb54553204AlnRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2wb54553204HotspotsRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2wb54553204PkRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2wb54553204RawDataRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTh2wb54553204RawRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTregwb78495824AlnRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTregwb78495824HotspotsRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTregwb78495824PkRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTregwb78495824RawDataRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTregwb78495824RawRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTregwb83319432AlnRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTregwb83319432HotspotsRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTregwb83319432PkRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTregwb83319432RawDataRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseTregwb83319432RawRep1	UW	2012-07-07	n/a	2013-04-06
wgEncodeUwDnaseWerirb1AlnRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseWerirb1AlnRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseWerirb1HotspotsRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseWerirb1HotspotsRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseWerirb1PkRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseWerirb1PkRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseWerirb1RawDataRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseWerirb1RawDataRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseWerirb1RawRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseWerirb1RawRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseWi38AlnRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38AlnRep2	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38HotspotsRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38HotspotsRep2	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38OhtamAlnRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38OhtamAlnRep2	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38OhtamHotspotsRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38OhtamHotspotsRep2	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38OhtamPkRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38OhtamPkRep2	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38OhtamRawDataRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38OhtamRawDataRep2	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38OhtamRawRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38OhtamRawRep2	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38PkRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38PkRep2	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38RawDataRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38RawDataRep2	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38RawRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseWi38RawRep2	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwHistone	n/a	n/a	n/a	n/a
wgEncodeUwHistoneA549H3k04me3StdAlnRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneA549H3k04me3StdAlnRep2	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneA549H3k04me3StdHotspotsRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneA549H3k04me3StdHotspotsRep2	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneA549H3k04me3StdPkRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneA549H3k04me3StdPkRep2	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneA549H3k04me3StdRawDataRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneA549H3k04me3StdRawDataRep2	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneA549H3k04me3StdRawRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneA549H3k04me3StdRawRep2	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneA549InputStdAlnRep1	UW	2011-06-29	n/a	2012-03-29
wgEncodeUwHistoneA549InputStdRawDataRep1	UW	2011-06-29	n/a	2012-03-29
wgEncodeUwHistoneA549InputStdRawRep1	UW	2011-06-29	n/a	2012-03-29
wgEncodeUwHistoneAg04449H3k4me3StdAlnRep1	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04449H3k4me3StdAlnRep2	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04449H3k4me3StdHotspotsRep1	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04449H3k4me3StdHotspotsRep2	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04449H3k4me3StdPkRep1	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04449H3k4me3StdPkRep2	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04449H3k4me3StdRawDataRep1	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04449H3k4me3StdRawDataRep2	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04449H3k4me3StdRawRep1	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04449H3k4me3StdRawRep2	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04449InputStdAlnRep1	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04449InputStdRawDataRep1	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04449InputStdRawRep1	UW	2010-10-22	n/a	2011-07-22
wgEncodeUwHistoneAg04450H3k09me3StdAlnRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k09me3StdAlnRep2	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k09me3StdHotspotsRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k09me3StdHotspotsRep2	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k09me3StdPkRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k09me3StdPkRep2	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k09me3StdRawDataRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k09me3StdRawDataRep2	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k09me3StdRawRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k09me3StdRawRep2	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k27acStdAlnRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k27acStdHotspotsRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k27acStdPkRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k27acStdRawDataRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k27acStdRawRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k27me3StdAlnRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k27me3StdHotspotsRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k27me3StdPkRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k27me3StdRawDataRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k27me3StdRawRep1	UW	2012-07-18	n/a	2013-04-17
wgEncodeUwHistoneAg04450H3k4me3StdAlnRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg04450H3k4me3StdAlnRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg04450H3k4me3StdHotspotsRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg04450H3k4me3StdHotspotsRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg04450H3k4me3StdPkRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg04450H3k4me3StdPkRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg04450H3k4me3StdRawDataRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg04450H3k4me3StdRawDataRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg04450H3k4me3StdRawRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg04450H3k4me3StdRawRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg04450InputStdAlnRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg04450InputStdRawDataRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg04450InputStdRawRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309H3k4me3StdAlnRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309H3k4me3StdAlnRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309H3k4me3StdHotspotsRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309H3k4me3StdHotspotsRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309H3k4me3StdPkRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309H3k4me3StdPkRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309H3k4me3StdRawDataRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309H3k4me3StdRawDataRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309H3k4me3StdRawRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309H3k4me3StdRawRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309InputStdAlnRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309InputStdRawDataRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09309InputStdRawRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319H3k4me3StdAlnRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319H3k4me3StdAlnRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319H3k4me3StdHotspotsRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319H3k4me3StdHotspotsRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319H3k4me3StdPkRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319H3k4me3StdPkRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319H3k4me3StdRawDataRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319H3k4me3StdRawDataRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319H3k4me3StdRawRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319H3k4me3StdRawRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319InputStdAlnRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319InputStdRawDataRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg09319InputStdRawRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803H3k4me3StdAlnRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803H3k4me3StdAlnRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803H3k4me3StdHotspotsRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803H3k4me3StdHotspotsRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803H3k4me3StdPkRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803H3k4me3StdPkRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803H3k4me3StdRawDataRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803H3k4me3StdRawDataRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803H3k4me3StdRawRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803H3k4me3StdRawRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803InputStdAlnRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803InputStdRawDataRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAg10803InputStdRawRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafH3k4me3StdAlnRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafH3k4me3StdAlnRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafH3k4me3StdHotspotsRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafH3k4me3StdHotspotsRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafH3k4me3StdPkRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafH3k4me3StdPkRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafH3k4me3StdRawDataRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafH3k4me3StdRawDataRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafH3k4me3StdRawRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafH3k4me3StdRawRep2	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafInputStdAlnRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafInputStdRawDataRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneAoafInputStdRawRep1	UW	2010-10-23	n/a	2011-07-23
wgEncodeUwHistoneBe2cH3k04me3StdAlnRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBe2cH3k04me3StdAlnRep2	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBe2cH3k04me3StdHotspotsRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBe2cH3k04me3StdHotspotsRep2	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBe2cH3k04me3StdPkRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBe2cH3k04me3StdPkRep2	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBe2cH3k04me3StdRawDataRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBe2cH3k04me3StdRawDataRep2	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBe2cH3k04me3StdRawRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBe2cH3k04me3StdRawRep2	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBe2cInputStdAlnRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBe2cInputStdRawDataRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBe2cInputStdRawRep1	UW	2011-06-25	n/a	2012-03-24
wgEncodeUwHistoneBjH3k27me3StdAlnRep1	UW	2009-10-19	2010-06-10	2010-07-19
wgEncodeUwHistoneBjH3k27me3StdAlnRep2	UW	2009-10-20	2010-06-10	2010-07-20
wgEncodeUwHistoneBjH3k27me3StdHotspotsRep1	UW	2009-10-19	2010-06-10	2010-07-19
wgEncodeUwHistoneBjH3k27me3StdHotspotsRep2	UW	2009-10-20	2010-06-10	2010-07-20
wgEncodeUwHistoneBjH3k27me3StdPkRep1	UW	2009-10-19	2010-06-10	2010-07-19
wgEncodeUwHistoneBjH3k27me3StdPkRep2	UW	2010-06-10	2010-06-10	2011-03-09
wgEncodeUwHistoneBjH3k27me3StdRawDataRep1	UW	2009-10-19	n/a	2010-07-19
wgEncodeUwHistoneBjH3k27me3StdRawDataRep2	UW	2009-10-20	n/a	2010-07-20
wgEncodeUwHistoneBjH3k27me3StdRawRep1	UW	2009-10-19	2010-06-10	2010-07-19
wgEncodeUwHistoneBjH3k27me3StdRawRep2	UW	2009-10-20	2010-06-10	2010-07-20
wgEncodeUwHistoneBjH3k36me3StdAlnRep1	UW	2009-10-22	2010-06-10	2010-07-21
wgEncodeUwHistoneBjH3k36me3StdAlnRep2	UW	2009-10-22	2010-06-10	2010-07-21
wgEncodeUwHistoneBjH3k36me3StdHotspotsRep1	UW	2010-06-10	2010-06-10	2011-03-10
wgEncodeUwHistoneBjH3k36me3StdHotspotsRep2	UW	2010-06-10	2010-06-10	2011-03-10
wgEncodeUwHistoneBjH3k36me3StdPkRep1	UW	2009-10-22	2010-06-10	2010-07-21
wgEncodeUwHistoneBjH3k36me3StdPkRep2	UW	2010-06-10	2010-06-10	2011-03-10
wgEncodeUwHistoneBjH3k36me3StdRawDataRep1	UW	2009-10-22	n/a	2010-07-21
wgEncodeUwHistoneBjH3k36me3StdRawDataRep2	UW	2009-10-22	n/a	2010-07-21
wgEncodeUwHistoneBjH3k36me3StdRawRep1	UW	2010-06-10	2010-06-10	2011-03-10
wgEncodeUwHistoneBjH3k36me3StdRawRep2	UW	2010-06-10	2010-06-10	2011-03-10
wgEncodeUwHistoneBjH3k4me3StdAlnRep1	UW	2009-10-13	2010-06-10	2010-07-12
wgEncodeUwHistoneBjH3k4me3StdAlnRep2	UW	2009-10-12	2010-06-10	2010-07-11
wgEncodeUwHistoneBjH3k4me3StdHotspotsRep1	UW	2009-10-13	2010-06-10	2010-07-12
wgEncodeUwHistoneBjH3k4me3StdHotspotsRep2	UW	2009-10-12	2010-06-10	2010-07-11
wgEncodeUwHistoneBjH3k4me3StdPkRep1	UW	2009-10-13	2010-06-10	2010-07-12
wgEncodeUwHistoneBjH3k4me3StdPkRep2	UW	2010-06-10	2010-06-10	2011-03-10
wgEncodeUwHistoneBjH3k4me3StdRawDataRep1	UW	2009-10-13	n/a	2010-07-12
wgEncodeUwHistoneBjH3k4me3StdRawDataRep2	UW	2009-10-12	n/a	2010-07-11
wgEncodeUwHistoneBjH3k4me3StdRawRep1	UW	2009-10-13	2010-06-10	2010-07-12
wgEncodeUwHistoneBjH3k4me3StdRawRep2	UW	2009-10-12	2010-06-10	2010-07-11
wgEncodeUwHistoneBjInputStdAlnRep1	UW	2010-02-18	2010-06-10	2010-11-18
wgEncodeUwHistoneBjInputStdRawDataRep1	UW	2010-12-21	n/a	2011-09-21
wgEncodeUwHistoneBjInputStdRawRep1	UW	2010-06-10	2010-06-10	2011-03-09
wgEncodeUwHistoneCaco2H3k27me3StdAlnRep1	UW	2009-10-20	2010-06-11	2010-07-20
wgEncodeUwHistoneCaco2H3k27me3StdAlnRep2	UW	2009-10-19	2010-06-10	2010-07-19
wgEncodeUwHistoneCaco2H3k27me3StdHotspotsRep1	UW	2009-10-20	2010-06-11	2010-07-20
wgEncodeUwHistoneCaco2H3k27me3StdHotspotsRep2	UW	2009-10-19	2010-06-10	2010-07-19
wgEncodeUwHistoneCaco2H3k27me3StdPkRep1	UW	2009-10-20	2010-06-11	2010-07-20
wgEncodeUwHistoneCaco2H3k27me3StdPkRep2	UW	2010-06-10	2010-06-10	2011-03-09
wgEncodeUwHistoneCaco2H3k27me3StdRawDataRep1	UW	2009-10-20	n/a	2010-07-20
wgEncodeUwHistoneCaco2H3k27me3StdRawDataRep2	UW	2009-10-19	n/a	2010-07-19
wgEncodeUwHistoneCaco2H3k27me3StdRawRep1	UW	2009-10-20	2010-06-11	2010-07-20
wgEncodeUwHistoneCaco2H3k27me3StdRawRep2	UW	2009-10-19	2010-06-10	2010-07-19
wgEncodeUwHistoneCaco2H3k36me3StdAlnRep1	UW	2009-10-19	2010-06-11	2010-07-19
wgEncodeUwHistoneCaco2H3k36me3StdAlnRep2	UW	2009-10-19	2010-06-11	2010-07-19
wgEncodeUwHistoneCaco2H3k36me3StdHotspotsRep1	UW	2009-10-19	2010-06-11	2010-07-19
wgEncodeUwHistoneCaco2H3k36me3StdHotspotsRep2	UW	2009-10-19	2010-06-11	2010-07-19
wgEncodeUwHistoneCaco2H3k36me3StdPkRep1	UW	2009-10-19	2010-06-11	2010-07-19
wgEncodeUwHistoneCaco2H3k36me3StdPkRep2	UW	2010-06-11	2010-06-11	2011-03-11
wgEncodeUwHistoneCaco2H3k36me3StdRawDataRep1	UW	2009-10-19	n/a	2010-07-19
wgEncodeUwHistoneCaco2H3k36me3StdRawDataRep2	UW	2009-10-19	n/a	2010-07-19
wgEncodeUwHistoneCaco2H3k36me3StdRawRep1	UW	2009-10-19	2010-06-11	2010-07-19
wgEncodeUwHistoneCaco2H3k36me3StdRawRep2	UW	2009-10-19	2010-06-11	2010-07-19
wgEncodeUwHistoneCaco2H3k4me3StdAlnRep1	UW	2009-09-29	2010-06-11	2010-06-29
wgEncodeUwHistoneCaco2H3k4me3StdAlnRep2	UW	2009-09-29	2010-06-11	2010-06-29
wgEncodeUwHistoneCaco2H3k4me3StdHotspotsRep1	UW	2009-09-29	2010-06-11	2010-06-29
