#metaObject	lab	dateSubmitted	dateResubmitted	dateUnrestricted	composite
wgEncodeAffyRnaChipTransfragsKeratinocyteCytosolLongpolya	Affy	2009-05-27	n/a	2010-02-27	wgEncodeAffyRnaChip
wgEncodeAffyRnaChipTransfragsKeratinocyteNucleusLongnonpolya	Affy	2009-06-12	n/a	2010-03-12	wgEncodeAffyRnaChip
wgEncodeAffyRnaChipTransfragsKeratinocyteNucleusLongpolya	Affy	2009-06-12	n/a	2010-03-12	wgEncodeAffyRnaChip
wgEncodeAffyRnaChipTransfragsProstateCellLongnonpolya	Affy	2008-11-24	n/a	2009-08-24	wgEncodeAffyRnaChip
wgEncodeAffyRnaChipTransfragsProstateCellLongpolya	Affy	2008-11-24	n/a	2009-08-24	wgEncodeAffyRnaChip
wgEncodeAwgDnaseDuke8988tUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeAosmcUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeChorionUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeCllUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeFibroblUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeFibropUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeGlioblaUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeGm12891UniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeGm12892UniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeGm18507UniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeGm19238UniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeGm19239UniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeGm19240UniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeH9esUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeHelas3ifna4hUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeHepatocytesUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeHpde6e6e7UniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeHsmmembUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeHtr8svnUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeHuh75UniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeHuh7UniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeIpsUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeIshikawaestradiolUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeIshikawatamoxifenUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeLncapandrogenUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeMcf7hypoxiaUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeMedulloUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeMelanoUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeMyometrUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeOsteoblUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukePanisletdUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukePanisletsUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukePhteUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeProgfibUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeRwpe1UniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeStellateUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeT47dUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeTh0UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeUrotheliaUniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseDukeUrotheliaut189UniPk	Duke	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwAg04449UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwAg04450UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwAg09309UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwAg09319UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwAg10803UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwAoafUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwBe2cUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwBjUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwCaco2UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwCd20UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwCd34mobilizedUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwCmkUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwGm06990UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwGm12864UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwGm12865UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwH7hescUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHacUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHaepicUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHahUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHaspUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHbmecUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHcfUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHcfaaUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHcmUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHconfUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHcpepicUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHct116UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHeepicUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHffUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHffmycUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHgfUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHipepicUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHl60UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHmfUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHmvecdadUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHmvecdbladUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHmvecdblneoUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHmvecdlyadUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHmvecdlyneoUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHmvecdneoUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHmveclblUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHmvecllyUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHnpcepicUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHpaecUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHpafUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHpdlfUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHpfUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHrcepicUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHreUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHrgecUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHrpepicUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwHvmfUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwJurkatUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwMonocytescd14ro01746UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwNb4UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwNhaUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwNhdfadUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwNhdfneoUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwNhlfUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwNt2d1UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwPanc1UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwPrecUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwRptecUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwSaecUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwSkmcUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwSknmcUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwSknshraUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwTh2UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwWerirb1UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwWi38UniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwWi38tamoxifentamoxifenUniPk	UW	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeA549UniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeGm12878UniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeH1hescUniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeHelas3UniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeHepg2UniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeHmecUniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeHsmmUniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeHsmmtubeUniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeHuvecUniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeK562UniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeLncapUniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeMcf7UniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeNhekUniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgDnaseUwdukeTh1UniPk	AWG	n/a	n/a	n/a	wgEncodeAwgDnaseUniform
wgEncodeAwgTfbsBroadDnd41CtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadDnd41Ezh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadGm12878CtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadGm12878Ezh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadH1hescChd1a301218aUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadH1hescCtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadH1hescEzh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadH1hescJarid1aab26049UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadH1hescRbbp5a300109aUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHelas3CtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHelas3Ezh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHelas3Pol2bUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHepg2CtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHepg2Ezh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHmecCtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHmecEzh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHsmmCtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHsmmEzh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHsmmtCtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHsmmtEzh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHuvecCtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHuvecEzh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadHuvecPol2bUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadK562Chd1a301218aUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadK562CtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadK562Ezh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadK562Hdac1sc6298UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadK562Hdac2a300705aUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadK562Hdac6a301341aUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadK562P300UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadK562Phf8a301772aUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadK562Plu1UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadK562Pol2bUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadK562Rbbp5a300109aUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadK562Sap3039731UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadNhaCtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadNhaEzh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadNhdfadCtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadNhdfadEzh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadNhekCtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadNhekEzh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadNhekPol2bUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadNhlfCtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadNhlfEzh239875UniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsBroadOsteoblCtcfUniPk	Broad	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Atf3V0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Bcl3V0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Creb1sc240V0416102Dex100nmUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xDex100nmUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xEtoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Elf1V0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Ets1V0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Fosl2V0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Foxa1V0416102Dex100nmUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549GabpV0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549GrPcr1xDex500pmUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549GrPcr1xDex50nmUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549GrPcr1xDex5nmUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549GrPcr2xDex100nmUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549NrsfV0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549P300V0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Pol2Pcr2xDex100nmUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Pol2Pcr2xEtoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Sin3ak20V0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Six5V0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Taf1V0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Tcf12V0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Usf1Pcr1xDex100nmUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Usf1Pcr1xEtoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Usf1V0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Yy1cV0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibA549Zbtb33V0422111Etoh02UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibEcc1CtcfcV0416102Dm002p1hUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibEcc1EraaV0416102Bpa1hUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Est10nm1hUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Gen1hUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibEcc1Foxa1sc6553V0416102Dm002p1hUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibEcc1GrV0416102Dex100nmUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibEcc1Pol2V0416102Dm002p1hUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878Atf2sc81188V0422111UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878Atf3Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878BatfPcr1xUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878Bcl11aPcr1xUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878Bcl3V0416101UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878Bclaf101388V0416101UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878Cebpbsc150V0422111UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878Ebf1sc137065Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878Egr1Pcr2xUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878Elf1sc631V0416101UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878Ets1Pcr1xUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878Foxm1sc502V0422111UniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
wgEncodeAwgTfbsHaibGm12878GabpPcr2xUniPk	HudsonAlpha	n/a	n/a	n/a	wgEncodeAwgTfbsUniform
