tableName	settings
wgEncodeHaibTfbsSknmcRxlchV0416101RawRep1	0.140958 232.052994
wgEncodeHaibTfbsSknshraCtcfV0416102RawRep1	0.321108 381.796997
wgEncodeHaibTfbsSknshraCtcfV0416102RawRep2	0.328614 322.699005
wgEncodeHaibTfbsSknshraP300V0416102RawRep1	0.189242 189.998993
wgEncodeHaibTfbsSknshraP300V0416102RawRep2	0.288417 190.139008
wgEncodeHaibTfbsSknshraRad21V0416102RawRep1	0.157146 77.119499
wgEncodeHaibTfbsSknshraRad21V0416102RawRep2	0.147741 98.284599
wgEncodeHaibTfbsSknshraUsf1sc8983V0416102RawRep1	0.205600 249.854996
wgEncodeHaibTfbsSknshraUsf1sc8983V0416102RawRep2	0.385253 242.132004
wgEncodeHaibTfbsSknshraYy1sc281V0416102RawRep1	0.193427 188.203995
wgEncodeHaibTfbsSknshraYy1sc281V0416102RawRep2	0.135502 209.994003
wgEncodeHaibTfbsSknshraRxlchV0416102RawRep1	0.175480 238.169998
wgEncodeHaibTfbsT47dCtcfsc5916V0416102Dm002p1hRawRep1	0.171263 247.860001
wgEncodeHaibTfbsT47dCtcfsc5916V0416102Dm002p1hRawRep2	0.176584 285.800995
wgEncodeHaibTfbsT47dEraaV0416102Bpa1hRawRep1	0.198665 272.865997
wgEncodeHaibTfbsT47dEraaV0416102Bpa1hRawRep2	0.150474 280.897003
wgEncodeHaibTfbsT47dEralphaaV0416102Dm002p1hRawRep1	0.210769 149.223999
wgEncodeHaibTfbsT47dEralphaaV0416102Dm002p1hRawRep2	0.301206 286.973999
wgEncodeHaibTfbsT47dEralphaaV0416102Est10nm1hRawRep1	0.211462 148.658005
wgEncodeHaibTfbsT47dEralphaaV0416102Est10nm1hRawRep2	0.218437 242.957001
wgEncodeHaibTfbsT47dEralphaaV0416102Gen1hRawRep1	0.106978 163.623993
wgEncodeHaibTfbsT47dEralphaaV0416102Gen1hRawRep2	0.201361 266.501007
wgEncodeHaibTfbsT47dFoxa1sc6553V0416102Dm002p1hRawRep1	0.292482 169.054993
wgEncodeHaibTfbsT47dFoxa1sc6553V0416102Dm002p1hRawRep2	0.201189 168.798004
wgEncodeHaibTfbsT47dGata3sc268V0416102Dm002p1hRawRep1	0.173697 208.783005
wgEncodeHaibTfbsT47dGata3sc268V0416102Dm002p1hRawRep2	0.163613 185.701004
wgEncodeHaibTfbsT47dJundV0422111RawRep1	1.000000 2083.000000
wgEncodeHaibTfbsT47dJundV0422111RawRep2	1.000000 3470.000000
wgEncodeHaibTfbsT47dP300V0416102Dm002p1hRawRep1	0.245330 208.897995
wgEncodeHaibTfbsT47dP300V0416102Dm002p1hRawRep2	0.203288 265.697998
wgEncodeHaibTfbsT47dRxlchV0416102Dm002p1hRawRep1	0.163367 242.354996
wgEncodeHaibTfbsT47dControlV0422111RawRep1	1.000000 4846.000000
wgEncodeHaibTfbsU87NrsfPcr2xRawRep1V2	0.326481 237.352005
wgEncodeHaibTfbsU87NrsfPcr2xRawRep2V2	0.190402 245.143005
wgEncodeHaibTfbsU87Pol24h8V0416101RawRep1V2	0.264047 126.082001
wgEncodeHaibTfbsU87Pol24h8V0416101RawRep2V2	0.115622 132.242004
wgEncodeHaibTfbsU87RxlchPcr2xRawRep1V2	0.336776 262.516998
wgEncodeHaibTfbsU87RxlchPcr2xRawRep2V2	0.150999 209.585999
wgEncodeHaibTfbsU87RxlchV0416101RawRep1V2	0.145366 640.666016
wgEncodeHaibTfbsU87RxlchV0416101RawRep2V2	0.089594 220.559006
